Id;Date;Auteur;Titre;Langue
15564633;2007-01-01;Rui Manuel Neto André;Desenvolvimento de processos de co-gasificação de carvão com resíduos;
375008072;2001-08-10;D. Anish Roshi and K. R. Anantharamaiah;Hydrogen recombination lines near 327 MHz. III. physical properties and origin of the low-density ionized gas in the inner galaxy;
14435778;2011-01-01;Tamara Adžamić and Marko Mužic and Zoran Adžamić and Katica Sertić Bionda;ISOMERIZATION OF n-HEXANE ON Pt/SO4-ZrO2 CATALYST;
162911219;2016-07-14;S. L. Veinberg and K. E. Johnston and M. J. Jaroszewicz and B. M. Kispal and C. R. Mireault and T. Kobayashi and M. Pruski and R. W. Schurko;Natural abundance 14N and 15N solid-state NMR of pharmaceuticals and their polymorphs.;
42775700;Aug. 10, 1;J. H. Goebel and F. Gerbault and P. Cheeseman;The 11 Micron Emissions of Carbon Stars;English
216131494;2008-04-20;R. K. Barry and W. C. Danchi and W. A. Traub and J. L. Sokoloski and J. P. Wisniewski and E. Serabyn and M. J. Kuchner and R. Akeson and E. Appleby and J. Bell and A. Booth and H. Brandenburg and M. Colavita and S. Crawford and M. Creech-Eakman and W. Dahl and C. Felizardo and J. Garcia and J. Gathright and M. A. Greenhouse and J. Herstein and E. Hovland and M. Hrynevych and C. Koresko and R. Ligon and B. Mennesson and R. Millan-Gabet and D. Morrison and D. Palmer and T. Panteleeva and S. Ragland and M. Shao and R. Smythe and K. Summers and M. Swain and K. Tsubota and C. Tyau and E. Wetherell and P. Wizinowich and J. Woillez and G. Vasisht;Milliarcsecond N-Band Observations of the Nova RS Ophiuchi: First Science with the Keck Interferometer Nuller;
42788788;Nov 1, 199;Steven Schneider and James Biaglow;Small rocket research and technology;English
322557566;2020-01-01;Sunita Pokharel;Characterizing premixed syngas combustion in micro-channels;English
2291502;2004-08-11;J. S. Urquhart and M. A. Thompson and L. K. Morgan and Glenn J. White;High-mass star formation within the bright-rimmed cloud SFO 79;English
301095800;2010-01-01;Jorge Ariel Combi and Juan Facundo Albacete Colombo and J. López Santiago and Gustavo Esteban Romero and E. Sánchez Ayaso and J. Martí and P. L. Luque Escamilla and P. G. Pérez González and A. J. Muñoz Arjonilla and J. R. Sánchez Sutil;An X-ray study of the SNR G344.7-0.1 and the central object CXOU J170357.8-414302;English
42340719;2016-06-20;Marta Busse-Wicher and An Li and Rodrigo L Silveira and Caroline S Pereira and Theodora Tryfona and Thiago CF Gomes and Munir S Skaf and Paul Dupree;Evolution of Xylan Substitution Patterns in Gymnosperms and Angiosperms: Implications for Xylan Interaction with Cellulose;English
379145941;2008-04-20;R. K. Barry and W. C. Danchi and W. A. Traub and J. L. Sokoloski and J. P. Wisniewski and E. Serabyn and M. J. Kuchner and R. Akeson and E. Appleby and J. Bell and A. Booth and H. Brandenburg and M. Colavita and S. Crawford and M. Creech-Eakman and W. Dahl and C. Felizardo and J. Garcia and J. Gathright and M. A. Greenhouse and J. Herstein and E. Hovland and M. Hrynevych and C. Koresko and R. Ligon and B. Mennesson and R. Millan-Gabet and D. Morrison and D. Palmer and T. Panteleeva and S. Ragland and M. Shao and R. Smythe and K. Summers and M. Swain and K. Tsubota and C. Tyau and E. Wetherell and P. Wizinowich and J. Woillez and G. Vasisht;Milliarcsecond N-Band Observations of the Nova RS Ophiuchi: First Science with the Keck Interferometer Nuller;English
237587314;2019-11-14;Marina Unseld;Plasmabasierte Abluftreinigung von schwefelhaltigen Schadstoffen und Ammoniak - der Weg vom Labormaßstab zur Anwendung unter Betriebsbedingungen;
291520999;2001-08-10;D. Anish Roshi and K. R. Anantharamaiah;Hydrogen recombination lines near 327 MHz. III. physical properties and origin of the low-density ionized gas in the inner galaxy;English
232284898;2008-07-28;R. K. Barry and W. C. Danchi and W. Traub and M. Kuchner and J. P. Wisniewski and R. Akeson and M. Colavita and M. A. Greenhouse and C. Koresko and B. Mennesson and E. Serabyn and J. L. Sokoloski;First science with the Keck Interferometer Nuller: high spatial resolution N-band observations of the recurrent nova RS Ophiuchi;
8468223;;Naser Eltaher Eltayeb and Siang Guan Teoh and Suchada Chantrapromma and Hoong-Kun Fun and Rohana Adnan;An octa­nuclear zinc(II) complex with 6,6′-dihydr­oxy-2,2′-[1,2-phenyl­enebis(nitrilo­methyl­idyne)]diphenol;English
237112486;2019-10-29;Serge Pineault and Edmundo Marcelo Arnal and Cristina Elisabet Cappa and Silvina Cichowolski and M. Normandeau and N. St-Louis;Searching for evidence of interaction between the of star HD 229196 and the interstellar medium;
8473579;;Ming-Ming Yu and Qiu-Zhi Shi and Yu-Na Zhang and Zhan-Xian Li;Di-μ-chlorido-bis­[chlorido(N,N-di­methyl­ethylenediamine-κ2               N,N′)zinc(II)];English
296423732;2019-10-29;Serge Pineault and Edmundo Marcelo Arnal and Cristina Elisabet Cappa and Silvina Cichowolski and M. Normandeau and N. St-Louis;Searching for evidence of interaction between the of star HD 229196 and the interstellar medium;English
132775129;2017-11-24;DOM&#205;STRUCTURAL AND ELECTRONIC COUPLING OF ORGANIC HETEROAROMATIC MOLECULES ON INORGANIC SURFACES OF OXIDES;
70619113;2016;Lars Christian Riis Johansen;Spark Ignition Combustion of Direct Injected Alternative Fuels;
10557830;November 1;;NASA Tech Briefs, November 1995;
70614473;2015;Anna Clemens;Reactions on nanostructured and microporous surfaces;
43006447;2015-01-01;C Brown;H I absorption in the fourth galactic quadrant;
61729067;2013-08-01;Joshua J. Kane;An Intrinsic Model for Graphite Oxidation and the Effects of Microstructural Features on Apparent Rate;
213006070;2015;Alex Nield;The role of Zinc Transporters in modulating Insulin signalling;
293605983;2017-01-01;Astor João Schönell Júnior;Estudo da alimentação e retro-alimentação de núcleos ativos de galáxias a partir de observações no infravermelho próximo;English
161457128;2017-01-01;Kristen E. Garcia;Artificial Metabolons:  Design of Self-Assembled Bio-Complexes;English
74502942;2016-01-01;Sumin Choi;Zinc oxide nanophotonics : toward quantum photonic technologies;
233856344;2018-06-27;I. S. Aftanaziv and L. I. Shevchuk and О. І. Strogan and T. S. Falyk Falyk;Ріст сільськогосподарських рослин із новітніми технологіями водопідготовки;Ukrainian
85164795;2017-01-01;Stefan Prager;Development of Frozen-Density Embedded Algebraic Diagrammatic Construction Schemes for Excited States and Quantum-Chemical Investigation of Photophysical Properties of Tetrathiaheterohelicenes;
295578423;2015-05-21;Rostislav Medlín;Electron microscopy investigation of multilayers material structures in intensive heat sources condition;Czech
159510365;2018-02;Melissa Heath;Heat Transfer Regimes during Charging of Pressure Vessels with Compressed Gas at Low Reynolds Numbers;
50519574;2012;Björn Lange;Limitierungen der p-Dotierbarkeit von Galliumnitrid : eine Defektstudie von GaN:Mg auf Basis der Dichtefunktionaltheorie;
234576969;2016-10-01;José Luis Morales Gordon;Control para la navegación pre-programada de trayectorias de un vehículo aéreo no tripulado (UAV) aplicado a la supervisión y transmisión en línea de la calidad del aire.;
227725251;August 19,;Tal Wammen and Paul R. Gradl and Chris Protz;Additive Manufacturing Development and Hot-Fire Testing of Liquid Rocket Channel Wall Nozzles Using Blown Powder Directed Energy Deposition Inconel 625 and JBK-75 Alloys;
224999381;2019-03-28;Pedro Matías Muñoz;Estudios de sistemas vehiculares de emisión cero y modelado de baterías de ion-litio para aplicaciones en sistemas de transporte terrestre;Spanish
334592203;2019-01-23;Malgosia Sobolewska and Aneta Siemiginowska and Matteo Guainazzi and Martin Hardcastle and Giulia Migliori and Luisa Ostorero and Lukasz Stawarz;The Impact of the Environment on the Early Stages of Radio Source Evolution;English
2244311;2012-03-16;Peter G. Martin and Arabindo Roy and Sylvain Bontemps and Marc-Antoine Miville-Deschênes and Peter A. R. Ade and James J. Bock and Edward L. Chapin and Mark J. Devlin and Simon R. Dicker and Matthew Griffin and Joshua O. Gundersen and Mark Halpern and Peter C. Hargrave and David H. Hughes and Jeff Klein and Gaelen Marsden and Philip Mauskopf and Calvin B. Netterfield and Luca Olmi and Guillaume Patanchon and Marie Rex and Douglas Scott and Christopher Semisch and Matthew D. P. Truch and Carole Tucker and Gregory S. Tucker and Marco P. Viero and Donald V. Wiebe;Evidence for Environmental Changes in the Submillimeter Dust Opacity;English
289937487;2015-01-01;Philip Löfkvist;Fabrication of a light-weight SOFC using ceramic fibre paper as substrate;English
379272810;2020-08-04;Abhinav Guha and Sally Newman and David Fairley and Tan M. Dinh and Linda Duca and Stephen C. Conley and Mackenzie L. Smith and Andrew K. Thorpe and Riley M. Duren and Daniel H. Cusworth and Kelsey T. Foster and Marc L. Fischer and Seongeun Jeong and Nazli Yesiller and James L. Hanson and Philip T. Martien;Assessment of Regional Methane Emissions Inventories through Airborne Quantification in the San Francisco Bay Area;English
153775768;1976-01-01;Steven Henderson;Solute interactions in nitrided iron alloys;English
334499255;2019-11-01;Peter J. Schubert;Plasma Extraction of Metals in Space;English
345073844;2020-08-04;Abhinav Guha and Sally Newman and David Fairley and Tan M. Dinh and Linda Duca and Stephen C. Conley and Mackenzie L. Smith and Andrew K. Thorpe and Riley M. Duren and Daniel H. Cusworth and Kelsey T. Foster and Marc L. Fischer and Seongeun Jeong and Nazli Yesiller and James L. Hanson and Philip T. Martien;Assessment of Regional Methane Emissions Inventories through Airborne Quantification in the San Francisco Bay Area;English
8657664;;Yu-Kun Lu and Ming-Ming Tian and Shu-Gang Xu and Ren-Qing Lü and Yun-Qi Liu;Bis[tris­(ethyl­enediamine-κ2               N,N′)cobalt(III)] octa­kis-μ-3-oxido-hexa­deca-μ2-oxido-tetra­deca­oxido-μ12-tetra­oxo­silicato-octa­molybdenum(VI)hexa­vanadium(IV,V) hexa­hydrate;English
327933832;2020-08-06;Janik Karoly and Archana Soam and B-G Andersson and Simon Coudé and Pierre Bastien and John E. Vaillancourt and Chang Won Lee;Revisiting the Magnetic Field of the L183 Starless Core;English
187951120;2015-04-01;P.A.R. Ade and N. Aghanim and D. Alina and M.I.R. Alves and C. Armitage-Caplan and M. Arnaud and D. Arzoumanian and M. Ashdown and F. Atrio-Barandela and J. Aumont and C. Baccigalupi and A.J. Banday and R.B. Barreiro and E. Battaner and K. Benabed and A. Benoit-L&#233 and J.-. Bernard and M. Bersanelli and P. Bielewicz and J.J. Bock and J.R. Bond and J. Borrill and F.R. Bouchet and F. Boulanger and A. Bracco and C. Burigana and R.C. Butler and J.-. Cardoso and A. Catalano and A. Chamballu and R.-. Chary and H.C. Chiang and P.R. Christensen and S. Colombi and L.P.L. Colombo and C. Combet and F. Couchot and A. Coulais and B.P. Crill and A. Curto and F. Cuttaia and L. Danese and R.D. Davies and R.J. Davis and P. De Bernardis and E.M. De Gouveia Dal Pino and A. De Rosa and G. De Zotti and J. Delabrouille and F.-. D&#233 and C. Dickinson and J.M. Diego and S. Donzelli and O. Dor&#233 and M. Douspis and J. Dunkley and X. Dupac and G. Efstathiou and T.A. En&#223 and H.K. Eriksen and E. Falgarone and K. Ferri&#232 and F. Finelli and O. Forni and M. Frailis and A.A. Fraisse and E. Franceschi and S. Galeotta and K. Ganga and T. Ghosh and M. Giard and Y. Giraud-H&#233 and J. Gonz&#225 and K.M. G&#243 and A. Gregorio and A. Gruppuso and V. Guillet and F.K. Hansen and D.L. Harrison and G. Helou and C. Hern&#225 and S.R. Hildebrandt and E. Hivon and M. Hobson and W.A. Holmes and A. Hornstrup and K.M. Huffenberger and A.H. Jaffe and T.R. Jaffe and W.C. Jones and M. Juvela and E. Keih&#228 and R. Keskitalo and T.S. Kisner and R. Kneissl and J. Knoche and M. Kunz and H. Kurki-Suonio and G. Lagache and A. L&#228 and J.-. Lamarre and A. Lasenby and C.R. Lawrence and J.P. Leahy and R. Leonardi and F. Levrier and M. Liguori and P.B. Lilje and M. Linden-V&#248 and M. L&#243 and P.M. Lubin and J.F. Mac&#237 and B. Maffei and A.M. Magalh&#227 and D. Maino and N. Mandolesi and M. Maris and D.J. Marshall and P.G. Martin and E. Mart&#237 and S. Masi and S. Matarrese and P. Mazzotta and A. Melchiorri and L. Mendes and A. Mennella and M. Migliaccio and M.-. Miville-Desch&#234 and A. Moneti and L. Montier and G. Morgante and D. Mortlock and D. Munshi and J.A. Murphy and P. Naselsky and F. Nati and P. Natoli and C.B. Netterfield and F. Noviello and D. Novikov and I. Novikov and C.A. Oxborrow and L. Pagano and F. Pajot and R. Paladini and D. Paoletti and F. Pasian and T.J. Pearson and O. Perdereau and L. Perotto and F. Perrotta and F. Piacentini and M. Piat and D. Pietrobon and S. Plaszczynski and F. Poidevin and E. Pointecouteau and G. Polenta and L. Popa and G.W. Pratt and S. Prunet and J.-. Puget and J.P. Rachen and W.T. Reach and R. Rebolo and M. Reinecke and M. Remazeilles and C. Renault and S. Ricciardi and T. Riller and I. Ristorcelli and G. Rocha and C. Rosset and G. Roudier and J.A. Rubi&#241 and B. Rusholme and M. Sandri and G. Savini and D. Scott and L.D. Spencer and V. Stolyarov and R. Stompor and R. Sudiwala and D. Sutton and A.-. Suur-Uski and J.-. Sygnet and J.A. Tauber and L. Terenzi and L. Toffolatti and M. Tomasi and M. Tristram and M. Tucci and G. Umana and L. Valenziano and J. Valiviita and B. Van Tent and P. Vielva and F. Villa and L.A. Wade and B.D. Wandelt and A. Zacchei and A. Zonca;Planck intermediate results : XIX An overview of the polarized thermal emission from Galactic dust;
83600340;2016-01-01;Pedro Miguel Alves Marques Carmo Correia;A importância da etapa de armazenamento e do inventário de dados na avaliação do ciclo de vida do hidrogénio;
154281764;2017-01-01;;Antenna Design and Foreground Characterization for Improved Detection of the Redshifted 21 cm Global Signature During the Epoch of Reionization;English
4409352;2008-01-01;Tiffany (Tiffany Ting) Lee;Long range x-ray imaging utilizing coded aperture techniques and dynamic reconstruction;
78552605;2016-12-06;Políbio Icaro Moro Capo;Modelagem Matemática e Simulação de um Veículo Elétrico Movido a Células de Combustível;
159577666;2014-05-01;Eric Dobson;Programming pH-Triggered Self-Assembly via Isomerization of Peptide Sequence;
2015195;2008-09-09;Fabrizio Massi and Claudio Codella and Jan Brand and Luca di Fabrizio and Jan Wouterloot;The low-mass YSO CB230-A: investigating the protostar and its jet with  NIR spectroscopy and Spitzer observations;English
216159422;2012-05-20;Peter G. Martin and James J. Bock and Marco P. Viero;Evidence for Environmental Changes in the Submillimeter Dust Opacity;
216216198;2015-04-01;P. A. R. Ade and J. J. Bock and O. Doré and G. Helou and S. R. Hildebrandt and T. J. Pearson and G. Rocha and R.-R. Chary and R. Paladini and B. Rusholme and B. P. Crill;Planck intermediate results. XIX. An overview of the polarized thermal emission from Galactic dust;
216132840;2007-04-01;R. Visser and V. C. Geers and C. P. Dullemond and J.-C. Augereau and K. M. Pontoppidan and E. F. van Dishoeck;PAH chemistry and IR emission from circumstellar disks;
42787136;Mar 1, 199;Brian D. Reed;Evaluation of oxide-coated iridium-rhenium chambers;English
379147735;2007-04-01;R. Visser and V. C. Geers and C. P. Dullemond and J.-C. Augereau and K. M. Pontoppidan and E. F. van Dishoeck;PAH chemistry and IR emission from circumstellar disks;English
334985212;2020-08-04;Abhinav Guha and Sally Newman and David Fairley and Tan M. Dinh and Linda Duca and Stephen C. Conley and Mackenzie L. Smith and Andrew K. Thorpe and Riley M. Duren and Daniel H. Cusworth and Kelsey T. Foster and Marc L. Fischer and Seongeun Jeong and Nazli Yesiller and James L. Hanson and Philip T. Martien;Assessment of Regional Methane Emissions Inventories through Airborne Quantification in the San Francisco Bay Area;English
44416019;2016;K. Wetser;Electricity from wetlands : technology assessment of the tubular Plant Microbial Fuel Cell with an integrated biocathode;
145054320;2007-01-01;Irvin Noel Booysen;Rhenium(V)-Imido complexes with potentially multidentate ligands containing the amino group;
46816123;2011-10-14;Frédéric E. Vincent;L’hydrogène interplanétaire : un traceur de l’interface héliosphérique;
20527118;2013-04-02;Rosa Vitale;Developing metalloprotein models for diagnostic and sensing applications;
227729518;2019-01-01;Yan Zeng;In-situ Al3Ti/Al composites produced by high shear technology: microstructure and mechanical properties;
159073360;2018-01-02;Daniel Robert Moon;Heterogeneous reactions involving HO2 radicals and atmospheric aerosols;
20047453;2013-12-06;Hajer Makhloufi;Epitaxie de nouvelles hétérostructures pour la filière GaAs : puits/boîtes quantiques GaInAs sur surfaces structurées et alliages GaAsBi;
76650899;2016-05-23;Subin Damodaran;Quantifying the effects of Processing and detaeriorating environments on polypropylene by infrared microscopy;
338194088;2020-10-05;Simon Caron and Marc Röger and Michael Wullenkord;Selection of Solar Concentrator Design Concepts for Planar Photoelectrochemical Water Splitting Devices;English
291467904;2015-03-01;Muhamad Yunus Abdullah;Analisis Penggunaan HHO Dan Tanpa HHO Terhadap Kinerja Motor Bensin;Indonesian
216337874;2018-08-01;Maria Clara Costa and Ana Assunção and Rúben Almeida and Ana Rosa da Costa and Carlos Nogueira and Ana Paula Paiva;N,N '-dimethyl-N,N '-dicyclohexylsuccinamide: A novel molecule for the separation and recovery of Pd(II) by liquid-liquid extraction;
79573489;2014-01-01;;Model Based Automotive System Integration: Fuel Cell Vehicle Hardware-In-The-Loop;English
154010746;2017-01-01;Е.А. Овсянникова;К вопросу математического моделирования теплового состояния ротора турбогенератора мощностью 550 МВт, охлаждаемого водородом;
78473477;2016-01-01;Ottó Horváth and Zsolt Valicsek and Melinda A. Fodor and Máté M. Major and Muhammad Imran and Günter Grampp and Alexander Wankmüller;Visible light-driven photophysics and photochemistry of water-soluble metalloporphyrins;
147556227;2016-01-01;Felix Johannes Förster;Laser-induced thermal acoustics : simultaneous velocimetry and thermometry for the study of compressible flows;
42789291;Oct 1, 199;III  Francis Paul Chiaramonte;Experimental study of void formation during aluminum solidification in reduced gravity;English
288281129;2020-02-26;Н. А. Сердюк;Сучасні тенденції соціально-економічного розвитку України;Ukrainian
161376577;2018-01-01;M. Clara Costa and Ana Assunção and Ruben Almeida and Ana M. Rosa da Costa and C. A. Nogueira and A. P. Paiva;N,N '-dimethyl-N,N '-dicyclohexylsuccinamide: a novel molecule for the separation and recovery of Pd(II) by liquid-liquid extraction;English
363147477;2020-02-03;James Edmondson and Gabriel N. Meloni and Giovanni Costantini and Patrick R. Unwin;Synchronous electrical conductance‐ and electron tunnelling‐scanning electrochemical microscopy measurements;
195261908;2019-04-01;Saira Khatoon and Aggeliki Vgenopoulou and Muhammad Moazzam Naseer and Bahareh Shirinfar and Benson M. Kariuki and Necmi Dege and Nisar Ahmed;Easy access to crystalline indolines via hydrogen bond transfer;English
77232081;2015-12-16;Tiziana Ruiu and Andreas Dreizler and Jens Mitzel and Erich Gülzow and K. Andreas Friedrich;Polymer Fuel Cell Stack based on Sulfonic Acid Membranes with Extended Operating Temperature Range up to 120 °C;
42776334;Jul. 1996;Brian D. Reed and Robert Dickerson;Testing of electroformed deposited iridium/powder metallurgy rhenium rockets;English
161953107;2018-05-01;Linus Gog;Hydrogen peroxide from photosynthesis: Theory and experiments linking elevated atmospheric CO2 with C3 plant chemical defense;
13638951;2013-02-01;Nicole Jeanne Labbe;Determining Detailed Reaction Kinetics for Nitrogen-and Oxygen-Containing Fuels;English
270088126;2019-11-25;Q. Errera and S. Chabrillat and Y. Christophe and J. Debosscher and D. Hubert and W. Lahoz and M. L. Santee and M. Shiotani and T. von Clarmann and K. Walker;Technical note: Reanalysis of Aura MLS chemical observations;
230469641;2010-08-01;Erinne Rose Dabkowski;Mitochondrial dysfunction in the diabetic heart: Cardioprotection from a novel mitochondrially-targeted therapeutic;English
231900947;1996-01-01;Sarah A Matthews;Thermal and Nonthermal Radiation Signatures in Solar Flares: Models and Observations;
143477598;;George S. Pappas;Synthesis and characterization of organophosphazene and porous carbon materials for energy storage applications;
60581179;2015-12-01;Anastasia Holobinko;STABLE ISOTOPE RATIOS AS A PROXY FOR HUMAN GEOGRAPHIC  PROVENANCE: BIOGEOGRAPHICAL EVIDENCE FROM THE 2H, 18O, AND 13C SIGNATURES IN MODERN HUMAN TEETH;
29332019;1996;H.J.M. Harmsen;Detection, phylogeny and population dynamics of syntrophic propionate - oxidizing bacteria in anaerobic granular sludge;
94085673;2017-06-02;Nuno Duarte Ribeiro Pires Rodrigues;Sistema de microgeração de energia com base num motor stirling;
230669821;2013-01-21;FIKTOR ROSYIDI;WGES (WATER GAS ELECTROLYZER SYSTEM) :  STUDI EKSPERIMENTAL ELEKTROLISIS AIR  TERHADAP EMISI GAS BUANG DAN KONSUMSI BAHAN BAKAR PADA KENDARAAN BERMOTOR;
15563438;2010-01-01;Mariana Belo de Oliveira;Phase equilibria modeling for biofuels production;
39015845;2014;Ramon Segura;Els Radicals lliures. Els seus efectes sobre les estructures biomoleculars i sobre la salud de l'individu;
234901222;2014;Uktam Salomov;3D pore-scale simulation of the fluid flow through the electrodes of High Temperature Polymeric Electrolyte Fuel Cell;English
293062771;1996-01-01;Sarah A Matthews;Thermal and Nonthermal Radiation Signatures in Solar Flares: Models and Observations;English
187989426;2019-01-29;L. Rimoldi;NANOSTRUCTURED OXIDES AS LEADING ACTORS FOR ENVIRONMENTAL REMEDIATION, SMART SURFACES AND ENERGY APPLICATIONS;
305110452;2020-04-01;CL Carilli and N Thyagarajan and James Kent and Bojan Nikolic and K Gale-Sides and NS Kern and G Bernardi and G Bernardi and G Bernardi and A Mesinger and S Matika and Z Abdurashidova and JE Aguirre and Paul Alexander and ZS Ali and Y Balfour and AP Beardsley and TS Billings and JD Bowman and RF Bradley and P Bull and J Burba and C Cheng and DR Deboer and M Dexter and EDL Acedo and JS Dillon and A Ewall-Wice and N Fagnoni and R Fritz and SR Furlanetto and B Glendenning and D Gorthi and B Greig and J Grobbelaar and Z Halday and BJ Hazelton and JN Hewitt and J Hickish and DC Jacobs and A Josaitis and A Julius and J Kerrigan and H Kim and P Kittiwisit and SA Kohn and M Kolopanis and A Lanman and PL Plante and T Lekalake and A Liu and D Macmahon and L Malan and C Malgas and M Maree and ZE Martinot and E Matsetela and M Molewa and MF Morales and T Mosiane and AR Neben and JM Parra and AR Parsons and N Patra and S Pieterse and JC Pober and Nima Razavi-Ghods and J Robnett and K Rosie and P Sims and A Syce and PKG Williams and H Zheng;Imaging and Modeling Data from the Hydrogen Epoch of Reionization Array;English
387301146;2020-12-29;David Rebolledo and Anne J. Green and Michael G. Burton and Shari L. Breen and Guido Garay;The Carina Nebula and Gum 31 molecular complex III: The distribution of  the 1-3 GHz radio continuum across the whole nebula;English
158323378;;Edmond Baratte;MEASUREMENTS OF ELECTRIC FIELD IN A NANOSECOND PULSE DISCHARGE BY 4-WAVE MIXING;
33314699;2002-10-01;T Monecke;Geology, host rock succession, and hydrothermal alteration of the Waterloo volcanic-hosted massive sulphide deposit (Northern Queensland, Australia);
19959350;2014-03-06;Armínio Santos;Avaliação ambiental estratégica aplicada á cadeia produtiva da mandioca na Microrregião Sudoeste da Bahia;
229269774;2010-01-01;Arumugam Thangavel;The stereochemistry of selected supramolecular complexes of cucurbiturils and the effect of homogeneous equilibria and electron transfer of the guest;English
323558942;2020-05-29;Tristan Verschingel;MRI as a Complement to Solid-State NMR for Lateral Lipid Diffusion;English
189723806;2019-01-01;Sally Victoria Makin;Molecular jets and outflows from young stellar objects in Cygnus-X, Auriga, and Cassiopeia;
59610222;2001-01-01;O. Atteia and M. Franceschi;Conditions chimiques contrôlant l'atténuation naturelle des BTEX et solvants chlorés : un état des connaissances;
158313942;2016-05-01;Shiliang Tian;Protein engineering using azurin as the scaffold: capturing and studying novel metal-sulfenate and metal-NO species;
334913812;2020-02-18;C. L. Carilli{1 and 2} and N. Thyagarajan{1} and J. Kent{2} and B. Nikolic{2} and K. Gale-Sides{2} and N. S. Kern{3} and G. Bernardi{4 and 5 and 6} and A. Mesinger{7} and S. Matika{5} and the HERA TEAM {1}{National Radio Astronomy Observatory and P. O. Box 0 and Socorro and NM 87801 and USA and ccarilli@nrao. edu and ORCID and : and 0000-0001-6647-3861} {2}{Astrophysics Group and Cavendish Laboratory and JJ Thomson Avenue and Cambridge CB3 0HE and UK} {3}{Department of Astronomy and University of California and Berkeley and CA} {4}{INAF-Istituto di Radioastronomia and via Gobetti 101 and 40129 and Bologna and Italy} {5}{Department of Physics and Electronics and Rhodes University and PO Box 94 and Grahamstown and 6140 and South Africa} {6}{The South African Radio Astronomy Observatory and 2 Fir Street and Black River Park and Observatory and 7925 and South Africa} {7}{Scuola Normale Superiore and 56126 Pisa and PI and Italy};Imaging and Modeling Data from the Hydrogen Epoch of Reionization Array;English
334868807;2019-10-31;Yichen Zhang and Kei E. I. Tanaka and Viviana Rosero and Jonathan C. Tan and Joshua Marvil and Yu Cheng and Mengyao Liu and Maria T. Beltran and Guido Garay;Discovery of a Photoionized Bipolar Outflow towards the Massive  Protostar G45.47+0.05;English
359888534;2020-01-01;Sarah May Rose Jeffreson;Giant molecular clouds under the influence of the galactic environment;English
7841343;;Frederick L. Gates;A STUDY OF THE BACTERICIDAL ACTION OF ULTRA VIOLET LIGHT : II. THE EFFECT OF VARIOUS ENVIRONMENTAL FACTORS AND CONDITIONS;English
323287367;2020-04-01;CL Carilli and N Thyagarajan and J Kent and B Nikolic and K Gale-Sides and NS Kern and G Bernardi and A Mesinger and S Matika and Z Abdurashidova and JE Aguirre and P Alexander and ZS Ali and Y Balfour and AP Beardsley and TS Billings and JD Bowman and RF Bradley and P Bull and J Burba and C Cheng and DR DeBoer and M Dexter and EDL Acedo and JS Dillon and A Ewall-Wice and N Fagnoni and R Fritz and SR Furlanetto and K Gale-Sides and B Glendenning and D Gorthi and B Greig and J Grobbelaar and Z Halday and BJ Hazelton and JN Hewitt and J Hickish and DC Jacobs and A Josaitis and A Julius and J Kerrigan and H Kim and P Kittiwisit and SA Kohn and M Kolopanis and A Lanman and P La Plante and T Lekalake and A Liu and D MacMahon and L Malan and C Malgas and M Maree and ZE Martinot and E Matsetela and M Molewa and MF Morales and T Mosiane and AR Neben and JM Parra and AR Parsons and N Patra and S Pieterse and JC Pober and N Razavi-Ghods and J Robnett and K Rosie and P Sims and A Syce and PKG Williams and H Zheng;Imaging and Modeling Data from the Hydrogen Epoch of Reionization Array;English
42948522;2014-03-31;Claudia Vicari;“Structural characterization of heme-protein models”;
20125610;2014-04-26;Ane Lasa Esquisabel;Atomistic Simulations of Divertor-Plasma Interactions in Fusion Reactors;
78465762;2016-01-01;Diana Sofia Carreira de Sousa;Conceito de bio-refinaria aplicado ao processo de hidrogenação de óleo de peixe para a produção de um combustível alternativo;
10555245;[2010];Gerald B. Sanders;Potential Lunar In-Situ Resource Utilization Experiments and Mission Scenarios;
79117371;2016-12-19;Silver Sepp;Karbiididest valmistatud süsinikkandjate poorsuse mõju komposiitkatalüsaatorite omadustele madaltemperatuurses kütuseelemendis;English
46813430;2014-09-19;Floriant Doungmene;Molécules et matériaux à base de polyoxométallates pour l’énergie et l’environnement;
30927069;2011-01-01;Øyvind Berge Sunnarvik;The effect of calcite minerale on hydrate stability and CO2 adsorption;
160789134;2020-07-29;Ying Zu;HI gas content of SDSS galaxies revealed by ALFALFA: implications for  the mass-metallicity relation and the environmental dependence of HI in the  local Universe;English
334824125;2019-06-12;Daniel DeFelippis and Mary Putman and Erik Tollerud;A Correlated Search for Local Dwarf Galaxies in GALFA-HI and Pan-STARRS;English
200814211;2019-03-19;Chichuan Jin and Gabriele Ponti and Guangxing Li and David Bogensberger;Exploring the Interstellar Medium Using an Asymmetric X-ray Dust  Scattering Halo;English
323309159;2020-05-30;Sixiang Wen and Peter G. Jonker and Nicholas C. Stone and Ann I. Zabludoff and Dimitrios Psaltis;Continuum-Fitting the X-ray Spectra of Tidal Disruption Events;English
270138440;2018-07-11;Xinfang Jin and Anthony Ku and Atul Verma and Brandon Ohara and Kevin Huang and Surinder Singh;The Performance of Syngas-Fueled SOFCs Predicted by a Reduced Order Model (ROM): Temperature and Fuel Composition Effects;English
228093962;2018-10-08;William Watkins;Étude et développement de capteurs basés sur la résonance de plasmon de surface localisée en conjonction à la spectroscopie anisotrope;English
