Id,Date,Auteur,Titre,Langue,MotCle,Pays,Vehicule,Marque,Moteur,Stockage,Production,Domaine
42817614,"Jun 1, 199",Michael C. Kimble and Ralph E. White,A mathematical model of the maximum power density attainable in an alkaline hydrogen/oxygen fuel cell,English,ENERGY PRODUCTION / CONVERSION/,,,,Combustion interne/Pile à combustible/,Gaz/,,Performance/Chimie/
27179461,2007-01-01,A. Aiuppa and A. Aiuppa and A. Franco and R. von Glasow and R. von Glasow and A. G. Allen and W. D&apos and T. A. Mather and D. M. Pyle and M. Valenza and M. Valenza,The tropospheric processing of acidic gases and hydrogen sulphide in volcanic gas plumes as inferred from field and model investigations,,Physics/ QC1-999/ Chemistry/ QD1-999/,,,,Combustion interne/,,,Astronautique/Energies Fossiles/Chimie/
326828166,2012-09-04,Shashi S. Pathak and Sharathmukar K. Mendon and Michael D. Blanton and James W. Rawlins,Magnesium-Based Sacrificial Anode Cathodic Protection Coatings (Mg-Rich Primers) for Aluminum Alloys,English,magnesium/ sacrificial anode/ cathodic protection/ Mg-rich primers/ anticorrosive coatings/ aluminum alloys/ corrosion protection/ Chemistry/ Physical Sciences and Mathematics/ Polymer Chemistry/,,Sous-marin/Avion/Bateau/,,Combustion interne/Pile à combustible/,,,Aéronautique/Transport Personnes/Energies Fossiles/
35466330,2000-01-01,Steven Mitchell Pearce,Hydrogen enhanced combustion,,,,,,Combustion interne/,Gaz/,,Energies Fossiles/Performance/
83530353,November 2,Samuel B. Oltman,LAVA Pressure Transducer Trade Study,,Instrumentation / Photography/,,,,,,,Astronautique/Energies Fossiles/
197888274,2015-09-15,Mate Filipović,Possibilities of Application of Alternative Fuels in Otto Engines,,TEHNIČKE ZNANOSTI. Tehnologija prometa i transport. Cestovni i željeznički promet./ TECHNICAL SCIENCES. Traffic and Transport Technology. Road and Rail Transport./ PRIRODNE ZNANOSTI. Interdisciplinarne prirodne znanosti. Znanost o okolišu./ NATURAL SCIENCES. Interdisciplinary Natural Sciences. Environmental Science./ cestovni promet/ alternativna goriva/ Otto motor/ ekološke prednosti/ ekološki nedostaci/ biogoriva/ bioplin/ bioetanol/ hibridni pogon/ električni pogon/ road transport/ alternative fuels/ gas engine/ environmental benefits/ environmental disadvantages/ biofuels/ biogas/ bioethanol/ hybrid drive/ electric drive/,Croatie/,,,Hybride/,,,Politique/Energies Renouvelables/Energies Fossiles/
268800746,2015-12-01,Stuart McCoy Steen,OPTIMIZATION OF TITANIUM LIQUID/GAS DIFFUSION LAYERS IN PROTON EXCHANGE MEMBRANE ELECTROLYZER CELLS,English,Diffusion Media/ Fuel Cells/ Energy Storage/ Corrosion/ Electrolyzers/ Electro-Mechanical Systems/ Energy Systems/ Other Aerospace Engineering/,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Energies Renouvelables/Performance/Chimie/
328023080,2020-08-12,Rebeca Fernández-Sousa and Covadonga Betegón and Emilio Martínez-Pañeda,Analysis of the influence of microstructural traps on hydrogen assisted  fatigue,English,Condensed Matter - Materials Science/ Physics - Applied Physics/,,,,Combustion interne/,,,Performance/
322372889,2020-02-17,Jonathan Kampmann,Designing semiconductors and catalysts for photoelectrochemical hydrogen production,English,Fakultät für Chemie und Pharmazie/ ddc:500/ ddc:540/,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Agriculture/Politique/Energies Renouvelables/Performance/Chimie/
8722048,,Kwang Ha,"Bis(di-2-pyridyl­amine-κ2N2,N2’)platinum(II) dibromide monohydrate",English,Metal-Organic Papers/,,Bateau/,,,,,Chimie/
4399764,2006-01-01,Reynaldo Sandoval López,Quantitative analysis of alternative transportation under environmental constraints,,Technology and Policy Program./ Civil and Environmental Engineering./,Etats-Unis/,,,Pile à combustible/,,,Energies Fossiles/
2276299,2002-11-26,Maurice A. Leutenegger and Steven M. Kahn and Gavin Ramsay,X-ray spectroscopy of Eta Carinae with XMM-Newton,English,Astrophysics/,,Voiture/,,,,,Automobile/
197494724,2015-09-15,Mate Filipović,Possibilities of Application of Alternative Fuels in Otto Engines,,TEHNIČKE ZNANOSTI. Tehnologija prometa i transport. Cestovni i željeznički promet./ TECHNICAL SCIENCES. Traffic and Transport Technology. Road and Rail Transport./ PRIRODNE ZNANOSTI. Interdisciplinarne prirodne znanosti. Znanost o okolišu./ NATURAL SCIENCES. Interdisciplinary Natural Sciences. Environmental Science./ cestovni promet/ alternativna goriva/ Otto motor/ ekološke prednosti/ ekološki nedostaci/ biogoriva/ bioplin/ bioetanol/ hibridni pogon/ električni pogon/ road transport/ alternative fuels/ gas engine/ environmental benefits/ environmental disadvantages/ biofuels/ biogas/ bioethanol/ hybrid drive/ electric drive/,Croatie/,,,Hybride/,,,Politique/Energies Renouvelables/Energies Fossiles/
198100031,2015-09-15,Mate Filipović,Possibilities of Application of Alternative Fuels in Otto Engines,,TEHNIČKE ZNANOSTI. Tehnologija prometa i transport. Cestovni i željeznički promet./ TECHNICAL SCIENCES. Traffic and Transport Technology. Road and Rail Transport./ PRIRODNE ZNANOSTI. Interdisciplinarne prirodne znanosti. Znanost o okolišu./ NATURAL SCIENCES. Interdisciplinary Natural Sciences. Environmental Science./ cestovni promet/ alternativna goriva/ Otto motor/ ekološke prednosti/ ekološki nedostaci/ biogoriva/ bioplin/ bioetanol/ hibridni pogon/ električni pogon/ road transport/ alternative fuels/ gas engine/ environmental benefits/ environmental disadvantages/ biofuels/ biogas/ bioethanol/ hybrid drive/ electric drive/,Croatie/,,,Hybride/,,,Politique/Energies Renouvelables/Energies Fossiles/
30293625,2014-01-01,Martin Umlauf,Hydrogen fuels,Czech,vodík/ větrná energie/ vodní energie/ sluneční energie/ geotermální energie/ energie z biomasy/ energie přílivu a odlivu oceánů/ akumulace energie/ supravodivé indukční akumulátory/ mechanické setrvačníky/ přečerpávací vodní elektrárny/ tlakovzdušné akumulační elektrárny/ výroba vodíku/ elektrolýza/ parní reforming/ spalovací motor/ emise/ zemní plyn/ LPG/ CNG/ hydrogen/ wind energy/ hydropower/ solar energy/ geothermal energy/ energy from biomass/ ocean energy/ energy storage/ superconducting inductive accumulators/ mechanical flywheels/ pumped storage plant/ compressed air storage plants/ hydrogen production/ electrolysis/ steam reforming/ combustion engine/ emissions/ natural gas/ LPG/ CNG/,,,,,,Electrolyse/,Energies Fossiles/
379187845,2013-12-01,Chengxiang Xiang and Yikai Chen and Nathan S. Lewis,Modeling an integrated photoelectrolysis system sustained by water vapor,English,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Energies Fossiles/Performance/Chimie/
74223713,2016-10-19,S. Gonzalez-Cortes and D. R. Slocombe and T. Xiao and A. Aldawsari and B. Yao and V. L. Kuznetsov and E. Liberti and A. I. Kirkland and M. S. Alkinani and H. A. Al-Megren and J. M. Thomas and P. P. Edwards,Wax: A benign hydrogen-storage material that rapidly releases H2-rich gases through microwave-assisted catalytic decomposition,,,,,,,,,Energies Renouvelables/
82314364,2010-04-30,Jun Nakamura and Mitsuo Miyahara and Tomohiko Omura and Hiroyuki Semba and Masayuki Wakita and Youhei Otome,Degradation of fatigue properties in high pressure gaseous hydrogen environment evaluated by cyclic pressurization tests ,,,,,,Combustion interne/Pile à combustible/,Gaz/,,Energies Fossiles/
216182707,2013-12-01,Chengxiang Xiang and Yikai Chen and Nathan S. Lewis,Modeling an integrated photoelectrolysis system sustained by water vapor,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Energies Fossiles/Performance/Chimie/
82569425,2016-03-31,Abudukeremu Kadier and Yibadatihan Simayi and Peyman Abdeshahian and Nadia Farhana Azman and K. Chandrasekhar and Mohd Sahaid Kalil,A comprehensive review of microbial electrolysis cells (MEC) reactor designs and configurations for sustainable hydrogen gas production ,,,,,,,,Electrolyse/,Transport Marchandises/Energies Renouvelables/Energies Fossiles/
83923615,2005-01-21,D. Brunner and J. Staehelin and H. L. Rogers and M. O. Köhler and J. A. Pyle and D. A. Hauglustaine and L. Jourdain and T. K. Berntsen and M. Gauss and I. S. A. Isaksen and E. Meijer and P. van Velthoven and G. Pitari and E. Mancini and V. Grewe and R. Sausen,An evaluation of the performance of chemistry transport models - Part 2: Detailed comparison with two selected campaigns,,,,,,,,,Energies Renouvelables/Energies Fossiles/Performance/Chimie/
12209178,2007-01-31,Matrika Bhattarai,ACTIVE HYDROGEN SENSING USING A PALLADIUM COATED OPTICAL FIBER BRAGG GRATING SENSOR,,,,,,Combustion interne/,Liquide/,,Astronautique/Energies Fossiles/Performance/
30945064,2005-01-01,D. Brunner and J. Staehelin and H. L. Rogers and M. O. Koehler and J. A. Pyle and D. Hauglustaine and L. Jourdain and T. K. Berntsen and M. Gauss and I. S. A. Isaksen and E. Meijer and P. van Velthoven and G. Pitari and E. Mancini and V. Grewe and R. Sausen,An Evaluation of the Performance of Chemistry Transport Models - Part 2: Detailed Comparison with Two Selected Campaigns,,Dynamik der Atmosphäre/,,,,,,,Energies Renouvelables/Energies Fossiles/Performance/Chimie/
249952872,2011-01-01,Håkan Eggert and Mads Greaker and Emily Potter,Policies for second generation biofuels : current status and future challanges,,Biodrivstoff/ Utslipp/ Klimagasser/ Emissions/ Biofuels/ VDP::Social science: 200::Economics: 210::Economics: 212/ VDP::Mathematics and natural science: 400::Geosciences: 450/,Norvège/Suède/Etats-Unis/,,,Combustion interne/,,,Energies Renouvelables/Energies Fossiles/
303770851,2019-12-01, C. Magro and  J. Almeida and  J. M. Paz-Garcia and  E. P. Mateus and  A. B. Ribeiro,Exploring hydrogen production for self-energy generation in electroremediation: A proof of concept,English,Electrodialytic treatment/ Energy savings/ Hydrogen production/ Proton-exchange membrane fuel cell/ Building and Construction/ Energy(all)/ Mechanical Engineering/ Management/ Monitoring/ Policy and Law/,,,,Pile à combustible/,,Electrolyse/,Transport Marchandises/Energies Fossiles/
55645307,2008-11-01,Guillaume P. Sabourin,Augmentation de la production d'hydrogène par l'expression hétérologue d'hydrogénase et la production d’hydrogène à partir de résidus organiques,,Nitrogénase/ Photofermentation/ Biohydrogène/ Bactéries pourpres non-sulfureuses/ Bioréacteur/ Fermentation anaérobie/ RT-PCR/ Glycérol/ Nitrogenase/ Biohydrogen/ Bioreactor/ Anaerobic fermentation/ Glycerol/ Purple non-sulfur photosynthetic bacteria/ Biology - Microbiology / Biologie - Microbiologie (UMI : 0410)/,,,,Combustion interne/,,,Transport Marchandises/Performance/
71312297,2002-02-01,Dale Elden Luke and S. Hamp,Roadmapping the Resolution of Gas Generation Issues in Packages Containing Radioactive Waste/Materials - A Status Report,,Gas Generation/ Transportation/ Radioactive Materials/ Shipment/ Combustible Gases/ Hydrogen/ 12 - Mgmt Of Radioactive And Non-Radioactive Wastes From Nuclear Facilities Combustible Gases/,,,,,,,Transport Marchandises/Energies Fossiles/Chimie/
25363395,2002-11-27,N Smith,Dissecting the Homunculus nebula around Eta Carinae with spatially resolved near-infrared spectroscopy,,Astrophysics / Astronomy/,,Voiture/,,,,,Automobile/Energies Fossiles/
196185203,2012-12-01,Daniel Symes and Bushra Al-Duri and Aman Dhir and Waldemar Bujalski and Ben Green and Alex Shields and Matt Lees,"Design for On-Site Hydrogen Production for Hydrogen Fuel Cell Vehicle Refueling Station at University of Birmingham, U.K.",,Electrolyser/ Hydrogen Production/ System Integration/ Electrolysis/ Water Electrolysis/,,,,Pile à combustible/Hybride/,,Electrolyse/,Agriculture/Chimie/
52097999,2008,Inge Saanum,Experimental Studies of Hydrogen as a Fuel Additive in Internal Combustion Engines,,,,Camion/,,Combustion interne/,Gaz/,,Agriculture/Transport Marchandises/Energies Fossiles/Chimie/
42756350,May 2004,Jeffrey J. Berton,"Performance of a Fuel-Cell-Powered, Small Electric Airplane Assessed",,Aircraft Propulsion / Power/,France/,Avion/,,Pile à combustible/,Gaz/Liquide/,,Astronautique/Aéronautique/Automobile/Energies Fossiles/Performance/Chimie/
198056969,2019-01-01,Ferry Nugroho and Iwan Darmadi and Lucy Cusinato and Arturo Susarrey- Arce and Herman Schreuders and Lars J. Bannenberg and Alice Bastos da Silva Fanta and Shima Kadkhodazadeh and Jakob B. Wagner and Tomasz Antosiewicz and Anders Hellman and Vladimir Zhdanov and Bernard Dam and Christoph Langhammer,Metal–polymer hybrid nanomaterials for plasmonic ultrafast hydrogen detection,,Physical Chemistry/ Other Engineering and Technologies not elsewhere specified/ Condensed Matter Physics/ polymer/ palladium alloy/ hydrogen sensor/ plastic/ plasmonics/,,,,Hybride/,,Electrolyse/,Transport Marchandises/Energies Fossiles/Performance/Chimie/
79566281,2013-05-01,,Life Cycle Assessment of Switchgrass Ethanol for Arizona,English,Switchgrass Ethanol/ Life Cycle Assessment/,Etats-Unis/,,,Combustion interne/,,,Agriculture/Aéronautique/Energies Fossiles/Performance/
4405215,2007-01-01,Matthew A Kromer,Electric powertrains : opportunities and challenges in the US light-duty vehicle fleet,,Technology and Policy Program/,Etats-Unis/,,,Hybride/,,,Energies Fossiles/Performance/
42776762,"Dec. 16, 1",F. Bary Malik,Applications of Quantum Theory of Atomic and Molecular Scattering to Problems in Hypersonic Flow,English,Fluid Mechanics / Heat Transfer/,,,,,Solide/,,Chimie/
29245342,2010,K.J.J. Steinbusch,Liquid biofuel production from volatile fatty acids,English,bio-energie/ bioenergy/ vetzuren/ fatty acids/ recycling/ recycling/ duurzaamheid (sustainability)/ sustainability/ biobrandstoffen/ biofuels/,,,,Combustion interne/Pile à combustible/,,,Agriculture/Astronautique/Energies Renouvelables/Energies Fossiles/Chimie/
12982515,2012-07-12,William James Milligan,The Condition Monitoring of an Upstream Oil and Gas Dry Screw Compressor Drive Train and its Impact on the Control System.,English,Condition/ Monitoring/ Compressor/ Control/ System/,,Train/,,,Gaz/,,Ferroviaire/Energies Fossiles/
189169290,2019-01-01,Jakub Wlodarczyk and Brenda Cantu and Peter Fischer and Michael Küttinger and Jürgen Schumacher,An enhanced 1-D model of a hydrogen-bromine flow battery,,Hydrogen-bromine redox flow battery/ Modeling and simulation/ 621.3: Elektrotechnik und Elektronik/,,,,Pile à combustible/,Gaz/Solide/,Electrolyse/,Transport Personnes/Politique/Energies Fossiles/Performance/Chimie/
84327282,2017-07-03,Coralie Neiner and Mary E. Oksala and Cyril Georgy and Norbert Przybilla and Stéphane Mathis and Gregg Wade and Matthias Kondrak and Luca Fossati and Aurore Blazère and Bram Buysschaert and Jason Grunhut,Discovery of magnetic A supergiants: the descendants of magnetic main  sequence B stars,English,Astrophysics/Solar and Stellar Astrophysics/,,Voiture/,,,,,Automobile/
32235247,2014,S Rondinelli and R Sabatini and A Gardi,Challenges and benefits offered by liquid hydrogen fuels in commercial aviation,,Aerospace Engineering not elsewhere classified/ Automotive Combustion and Fuel Engineering (incl. Alternative/Renewable Fuels)/ hydrogen/ sustainable aviation/ cryoplane/ environmental gains/,,Avion/,,,Liquide/,,Aéronautique/Energies Fossiles/
33898904,2004-02-01,H. Turton and L. Barreto,The Extended Energy-Systems ERIS Model: An Overview,,,Suisse/,Voiture/,,Combustion interne/,,,Transport Personnes/Automobile/Performance/
159069651,2018-06-21,Martin Gray Stanton,Theoretical aspects and methodology of plant electrophysiology,,QK845.S8/ Electrophysiology of plants/,,,,,,,Militaire/Chimie/
82408770,2012-12-31,Daniel Symes and Bushra Al-Duri and Aman Dhir and Waldemar Bujalski and Ben Green and Alex Shields and Matt Lees,"Design for On-Site Hydrogen Production for Hydrogen Fuel Cell Vehicle Refueling Station at University of Birmingham, U.K. ",,,,,,Pile à combustible/Hybride/,,Electrolyse/,Agriculture/Chimie/
286361608,2020-01-07,Stefan Ringe and Carlos G Morales-Guio and Leanne D Chen and Meredith Fields and Thomas F Jaramillo and Christopher Hahn and Karen Chan,Double layer charging driven carbon dioxide adsorption limits the rate of electrochemical carbon dioxide reduction on Gold.,English,,,,,,Solide/,,Transport Personnes/Energies Fossiles/Chimie/
33119489,2015-03-02,C. Viatte and K. Strong and J. Hannigan and E. Nussbaumer and L. K. Emmons and S. Conway and C. Paton-Walsh and J. Hartley and J. Benmergui and J. Lin,Identifying fire plumes in the Arctic with tropospheric FTIR measurements and transport models,,,Canada/,,,Hybride/,Solide/,,Energies Renouvelables/Chimie/
30889425,2011-01-01,Helene Nossen Sandvei,Vil det bli nødvendig å flytte fremtidens biomasseressurser fra varmemarkedet til transportsektoren?,,Peak oil/ Bioenergi/ Biodrivstoff/ Elbiler/ Hydrogenbiler/ Fjernvarme/,Norvège/,Voiture/Avion/Bateau/,,Combustion interne/,,,Agriculture/Aéronautique/Automobile/Energies Renouvelables/Energies Fossiles/
154467917,2007-06-01,Luis A Rivera,Destabilization and characterization of LiBH4/MgH2 complex hydride for hydrogen storage,English,Hydrogen desorption/ Lithium borohydride/ Magnesium hydride/ Dehydrogenation/ Mechano-chemical process/ Dopants/ American Studies/ Arts and Humanities/,,,,Combustion interne/Pile à combustible/,Liquide/Solide/,Electrolyse/,Energies Fossiles/Chimie/
17227027,2002-03-01,John E. Nealy and Brooke M. Anderson and Francis Cucinotta and John W. Wilson and Robert Katz and C. K. Chang,Transport of Space Environment Electrons: A Simplified Rapid-Analysis Computational Procedure,English,Physics/,,,,,,,Astronautique/Aéronautique/
93944512,2017-09-11,Pawel Swaczyna and Maciej Bzowski,Modeling Emission of Heavy Energetic Neutral Atoms from the Heliosphere,English,Astrophysics - Solar and Stellar Astrophysics/ Physics - Space Physics/,,,,,,,Chimie/
1955959,2007-09-04,M. Kromer and T. Nagel and K. Werner,Synthetic NLTE accretion disc spectra for the dwarf nova SS Cyg during  an outburst cycle,English,Astrophysics/,Etats-Unis/,,,,Solide/,,Transport Personnes/
16221542,2013-08-19,PE Dodds,Can we use hydrogen as a storage vector to reduce the cost of intermittent renewables?,,hydrogen/ energy storage/ renewable generation/ energy systems/,Etats-Unis/,,,,,,Transport Marchandises/Politique/Energies Fossiles/
82471428,2013-12-31,Thomas Kuhn and Michael Pickhardt and Frauke Voosholz,"Energy Policy, Food, and Climate Change–A Numerical Simulation Approach ",,,,,,,,,Energies Renouvelables/Energies Fossiles/
235406327,2011-01-01,Erik J. Spahr,Microscopic Dynamics and Transport of Hydrogen in Proton Conducting Oxides,English,Materials Science and Engineering/ Optics/,,,,,Solide/,,Chimie/
42820661,"Dec 1, 199",Charles B. King and Ansel J. Butterfield and John E. Nealy and Lisa C. Simonsen and Warren D. Hypes,Single launch lunar habitat derived from an NSTS external tank,English,LUNAR / PLANETARY EXPLORATION/,,,,,,,Astronautique/
11783387,2008-01-01,S. Krishnan and Choong Won Lee,Development of a 100-n hydrogen peroxide rocket engine,English,TJ Mechanical engineering / machinery/,,Fusée/,,Réaction/,,,Astronautique/Chimie/
188110410,2002-03-01,John E. Nealy and Brooke M. Anderson and Francis Cucinotta and John W. Wilson and Robert Katz and C. K. Chang,Transport of Space Environment Electrons: A Simplified Rapid-Analysis Computational Procedure,English,Physics/,,,,,,,Astronautique/Aéronautique/
230480205,1999-05-01,David A. Berry,Investigation of hot gas desulfurization utilizing a transport reactor,English,Chemical engineering/,,,,,,,Energies Fossiles/Performance/Chimie/
11783074,2010-06-01,Subramaniam Krishnan and Sang-Hee Ahn and Choong-Won Lee,Design and development of a hydrogen-peroxide rocket-engine facility,English,TJ Mechanical engineering / machinery/,,Fusée/,,Réaction/,,,Astronautique/Chimie/
42096296,2010-07-07,Marc Weider,China - Automobilmarkt der Zukunft? Wie nachhaltig und zukunftsorientiert sind die Strategien der internationalen Automobilindustrie in China?,German,Wirtschaft/ Economics/ Economic Sectors/ Political Economy/ Volkswirtschaftslehre/ Wirtschaftssektoren/ demand/ Asia/ international economic relations/ development/ energy/ market/ sustainable development/ market share/ Far East/ future/ opening up of markets/ enterprise/ alternative/ China/ automobile industry/ developing country/ Markt/ Entwicklung/ China/ Energie/ Asien/ Unternehmen/ Bedarf/ internationale Wirtschaftsbeziehungen/ nachhaltige Entwicklung/ Ostasien/ Marktanteil/ Kraftfahrzeugindustrie/ Markterschließung/ Alternative/ Zukunft/ Entwicklungsland/ descriptive study/ deskriptive Studie/,Chine/Etats-Unis/,Voiture/,,Combustion interne/Pile à combustible/,,,Transport Personnes/Automobile/Energies Fossiles/
42915349,2013-01-01,Nurul Asma Safiee,Numerical solution of non-isothermal compressible natural gases mixed with hydrogen in pipeline using method of lines,,QD Chemistry/,,,,,Gaz/,,Energies Fossiles/
334599520,2020-04-13,Viviani Caroline Onishi and Carlos Henggeler Antunes and João Pedro Fernandes Trovão,"Optimal Energy and Reserve Market Management in Renewable Microgrid-PEVs Parking Lot Systems: V2G, Demand Response and Sustainability Costs",English,optimization/ mixed-integer linear programming (MILP)/ plug-in electric vehicles (PEVs)/ smart parking lot (SPL)/ vehicle-to-grid (V2G)/ renewable energy/ hydrogen storage system (HSS)/ demand response program (DRP)/ Eco-costs/ eco-efficiency/,,,,Hybride/,,,Energies Renouvelables/
8466442,,Seong Huh and Alan J. Lough,"[1,1′-Bis(diphenyl­phosphino)ferrocene]carbon­yl[dihydro­bis(pyrazol-1-yl)borato]hydridoruthenium(II) acetone solvate",English,Metal-Organic Papers/,,Bateau/,,,Solide/,,Chimie/
77132243,2015-01-01,J. Ally and T. Pryor and A. Pigneri,The role of hydrogen in Australia's transport energy mix,,,Australie/,,,Pile à combustible/,,,Energies Renouvelables/
286729580,2019-01-01,JG Petrovick and DI Kushner and M Tesfaye and N Danilovic and CJ Radke and AZ Weber,Mass-transport resistances of acid and alkaline ionomer layers: A microelectrode study part 1 - Microelectrode development,English,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Astronautique/Energies Fossiles/Chimie/
2150879,2010-10-06,A. Roman-Lopes,Discovery of two Galactic Wolf-Rayet stars in Circinus,English,Astrophysics/Astrophysics of Galaxies/,,Voiture/,,,,,Automobile/
197861019,2015-03-06,Matej Šerfezi,The history of the development of electric vehicles,,TEHNIČKE ZNANOSTI. Elektrotehnika. Elektroenergetika./ TECHNICAL SCIENCES. Electrical Engineering. Power Engineering./ električno vozilo/ razvoj električnog vozila/ komponente vozila/ održivi razvoj/ zaštita okoliša/ izvori energije./ electric car/ electric vehicle evolution/ vehicle components/ sustainable development/ environmental protection/ energy sources./,,,,Hybride/,,,Energies Renouvelables/Energies Fossiles/
46919215,2011-01-01,Pia Tölle,Proton Transport in Additives to the Polymer Electrolyte Membrane for Fuel Cell Application,English,proton/ transport/ free energy/ umbrella sampling/ fuel cell/ imidazole/ sulfonic acid/ sulphonic acid/ PEM/ DFTB/ molecular dynamics/ silicon dioxide/,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Chimie/
297278114,2011-01-01,Pia Tölle,Proton Transport in Additives to the Polymer Electrolyte Membrane for Fuel Cell Application,English,proton/ transport/ free energy/ umbrella sampling/ fuel cell/ imidazole/ sulfonic acid/ sulphonic acid/ PEM/ DFTB/ molecular dynamics/ silicon dioxide/,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Chimie/
71311829,2003-01-01,Don Karner and James Edward Francfort,"Advanced Vehicle Testing Activity: High-Percentage Hydrogen/CNG Blend, Ford F-150 -- Operating Summary",,Natural Gas/ Vehicle Fleet/ Hydrogen Fuels/ Compressed Natural Gas (Cng)/ Engines/ Gasoline/ Internal Combustion Engines/ Hydrogen/ Testing Compressed Natural Gas (Cng)/ Pilot Plants/ Reliability/ Safety/ Capital/ 08 - Hydrogen/ 32 - Energy Conservation/ Consumption/ And Utilization/ 33 - Advanced Propulsion Systems/ Performance/,,Voiture/Camion/,Ford/,,Gaz/,,Transport Marchandises/Transport Personnes/Automobile/Energies Fossiles/
61725484,2010-11-23,Alex Punnoose,Magnetic Gas Sensor and Methods Using Antiferromagnetic Hematite Nanoparticles,,,,,,Combustion interne/,,,Energies Fossiles/
42755033,July 2006,Jaha Hamida and Neil S. Sullivan and Bryan Palasezski and V. Kokshenev,New Propellants and Cryofuels,,Propellants / Fuels/,,Fusée/,,Combustion interne/Réaction/,Liquide/Solide/,,Astronautique/Energies Fossiles/Chimie/
71311831,2003-01-01,D. Karner and James Edward Francfort,"Advanced Vehicle Testing Activity: Low-Percentage Hydrogen/CNG Blend, Ford F-150 -- Operating Summary",,Natural Gas/ Vehicle Fleet/ Hydrogen Fuels/ Compressed Natural Gas (Cng)/ Engines/ Gasoline/ Internal Combustion Engines/ Hydrogen/ Testing Compressed Natural Gas (Cng)/ Pilot Plants/ Reliability/ Safety/ Capital/ 08 - Hydrogen/ 32 - Energy Conservation/ Consumption/ And Utilization/ 33 - Advanced Propulsion Systems/ Performance/,,Voiture/Camion/,Ford/,,Gaz/,,Transport Marchandises/Transport Personnes/Automobile/Energies Fossiles/
379202280,2015-11-20,Viktoriya S. Morozova and Anthony L. Piro and Mathieu Renzo and Christian D. Ott and Drew Clausen and Sean M. Couch and Justin Ellis and Luke F. Roberts,Light Curves of Core-Collapse Supernovae with Substantial Mass Loss using the New Open-Source SuperNova Explosion Code (SNEC),English,,,,,,,,
216213948,2015-11-20,Viktoriya S. Morozova and Anthony L. Piro and Mathieu Renzo and Christian D. Ott and Drew Clausen and Sean M. Couch and Justin Ellis and Luke F. Roberts,Light Curves of Core-Collapse Supernovae with Substantial Mass Loss using the New Open-Source SuperNova Explosion Code (SNEC),,,,,,,,,
224403633,2008-01-01,Susan A Shaheen and Elliot Martin and Timothy E Lipman,Dynamics in Behavioral Response to Fuel-Cell Vehicle Fleet and Hydrogen Fueling Infrastructure,,Hydrogen/ fuel cell/ infrastructure/ behavioral response/,Etats-Unis/,,,Combustion interne/Pile à combustible/,,,Energies Fossiles/
82281408,2009-02-28,John Davison and Silvio Arienti and Paolo Cotone and Luca Mancuso,Co-production of hydrogen and electricity with CO2 capture ,,,Etats-Unis/Pays-Bas/,,,Combustion interne/,,Gazéification du charbon/,Transport Marchandises/Energies Fossiles/Performance/
211328935,2018-08-01,Daniel E. Dores,"Stable Isotope and Geochemical Source-Tracking of Groundwater and Surface Water Pollution to Kāne‘ohe Bay, Hawai‘i.",English,groundwater/ onsite sewage disposal systems/ local meteoric water line/ nitrogen/ stable isotopes/ submarine groundwater discharge/ wastewater/ dissolved inorganic carbon/,Etats-Unis/,Sous-marin/,,,,,Agriculture/
32581171,2009-01-01,Marcel Vogler,Elementary kinetic modelling applied to solid oxide fuel cell pattern anodes and a direct flame fuel cell system,, 530 Physics/,,,,Combustion interne/Pile à combustible/,,,
77940300,2010-05-07,Hongtao Min and Louis A Sherman,Hydrogen Production by the Unicellular Diazotrophic Cyanobacterium Cyanothece ATCC sp. Strain 51142 Under Continuous Light.,English,,,,,,,,
82076630,2013-01-31,A. Tynkova and S. Sidorenko and S. Voloshko and A.R. Rennie and M.A. Vasylyev,Interdiffusion in Au(120 nm)/Ni(70 nm) thin films at the low-temperature annealing in the different atmospheres ,,,,,,,,,Astronautique/Chimie/
159567832,2015-03-25,Chao Xu,Investigating a New Approach for Harvesting Low-grade Thermal Energy  Using an Electrochemical System,,Waste Heat Recovery/ Thermoelectric Effect/ Electrochemistry/,,,,Pile à combustible/,,Electrolyse/,Agriculture/Automobile/Chimie/
42699130,"July 10, 2",William Atwell and Kristina Rojdev,Investigation of Lithium Metal Hydride Materials for Mitigation of Deep Space Radiation,,Space Radiation/,,,,,Solide/,,Astronautique/
82380037,2014-07-31,Cornelia Welte and Uwe Deppenmeier,Bioenergetics and anaerobic respiratory chains of aceticlastic methanogens ,,,,,,Pile à combustible/,,,Chimie/
